Run ID	Sample ID	Homo sapiens (9606)	Bacteria (2)	Archaea (2157)	Phi X-174 (Spike) (10847)	Lentivirus (HIV) (11646)	Papillomaviridae (151340)	Other viruses (10239)
HPV_11092024	KHCA-204	0.9967397030139951	0.0014426932805611317	8.304977766388094e-06	0.0	0.0	0.0012587973443053955	0.0005505013833720108
HPV_11092024	KHCA-229	0.8544359899738172	0.0010093222643083536	1.4897745598647284e-05	0.0	0.0	0.11913168489778285	0.025408105118492945
HPV_11092024	KHCA-078	0.9977444697246006	0.0018444865137120724	4.6314790049267355e-06	0.0	0.0	0.00015631241641627733	0.00025009986626604375
HPV_11092024	KHCA-082	0.9985469994277234	0.0013133262849549454	1.745928591520607e-05	0.0	9.699603286225594e-07	2.812884953005422e-05	9.31161915477657e-05
HPV_11092024	Undetermined	0.7364657831848794	0.002907668911579405	1.9117966543558548e-05	0.06637236584835976	0.0	0.19268824679556812	0.0015468172930697371
HPV_11092024	KHCA-328	0.9952888799226046	0.0017893086230691285	1.375509511648273e-05	0.0	0.0	3.782651157032751e-05	0.0028702298476393964
HPV_11092024	KHCA-056	0.9980775920013963	0.0018679418350888355	8.665071468271602e-06	0.0	0.0	7.427204115661374e-06	3.83738879309171e-05
HPV_11092024	KHCA-213	0.8986926095069615	0.0008301267421427676	4.138808543446847e-06	0.0	0.0	0.10041872917292415	5.439576942815856e-05
HPV_11092024	KHCA-092	0.99895343165914	0.000840625602422013	4.740369938469998e-06	0.0	3.1602466256466655e-06	2.1068310837644438e-05	0.00017697381103621326
HPV_11092024	KHCA-237	0.8369277282540454	0.0023826134521644283	4.525995702890366e-06	0.0	0.0	0.16066379546120219	2.133683688505458e-05
HPV_11092024	KHCA-149	0.8245034560018613	0.0002593852857735841	4.696390968045395e-06	0.0	0.0	0.17301504326279232	0.002217419058604818
HPV_11092024	KHCA-075	0.6494863249198839	0.0010144842520791258	2.9576800352161105e-06	0.0	0.0	0.349464191614287	3.2041533714841196e-05
HPV_11092024	KHCA-152	0.9931581699067996	0.0004538569473328171	2.535513672250375e-06	0.0	0.0	0.006354504365393889	3.0933266801454576e-05
HPV_11092024	KHCA-064	0.5307739529517469	0.0014699388413550877	4.147863020971596e-06	0.0	0.0	0.467423960098834	0.0003280002450429846
HPV_11092024	KHCA-306	0.5403926898301951	0.0003923263670756577	2.4943547407171696e-06	0.0	0.0	0.45919574163758664	1.674781040195814e-05
HPV_11092024	KHCA-298	0.5872336708378041	0.0014762363518583514	9.455426898435252e-05	0.0	0.0	0.4084421933709943	0.0027533451703589274
HPV_11092024	KHCA-186	0.7109041588195656	0.04362041998754337	6.828931963268574e-05	0.0	0.0	0.24464689896554023	0.0007602329077180918
