Alpha-7	HPV18	A	A1	Ref	AY262282	AsAi, AA, E1
Alpha-7	HPV18	A	A2	Qv16306	EF202146	AsAi, AA, E1
Alpha-7	HPV18	A	A3	Qv15586	EF202147	E, E2
Alpha-7	HPV18	A	A4	Qv02876	EF202151	E, E2
Alpha-7	HPV18	A	A5	CU11	GQ180787	E
Alpha-7	HPV18	B	B1	Qv04924	EF202155	Af, Af1
Alpha-7	HPV18	B	B2	BF172	KC470225	Af
Alpha-7	HPV18	B	B3	Qv17199	EF202152	Af, Af2
Alpha-7	HPV18	C	C1	Qv39775	KC470229	Af
