Run ID	Sample ID	Bacteria (2)	Archaea (2157)	Phi X-174 (Spike) (10847)	Lentivirus (HIV) (11646)	Papillomaviridae (151340)	Other viruses (10239)
HPV_250523_run02	KHCA168	0.8771929824561403	0.017543859649122806	0.0	0.0	0.04824561403508772	0.05701754385964912
HPV_250523_run02	KHCA169	0.7833537331701347	0.0036719706242350062	0.0012239902080783353	0.0	0.19583843329253367	0.01591187270501836
HPV_250523_run02	KHCA172	0.9313725490196079	0.00980392156862745	0.0	0.0	0.0	0.058823529411764705
HPV_250523_run02	KHCA179	0.4576271186440678	0.007532956685499058	0.0	0.0	0.5141242937853108	0.02071563088512241
HPV_250523_run02	KHCA181	0.72	0.003076923076923077	0.003076923076923077	0.0	0.1476923076923077	0.12615384615384614
HPV_250523_run02	KHCA182	0.7157676348547718	0.01037344398340249	0.002074688796680498	0.0	0.11203319502074689	0.15975103734439833
HPV_250523_run02	KHCA186	0.816711590296496	0.0017969451931716084	0.0008984725965858042	0.0	0.1752021563342318	0.005390835579514825
HPV_250523_run02	KHCA191	0.45161290322580644	0.0	0.0	0.0	0.0	0.5483870967741935
HPV_250523_run02	KHCA213	0.37184115523465705	0.0036101083032490976	0.0	0.0	0.5992779783393501	0.02527075812274368
HPV_250523_run02	KHCA223	0.7283582089552239	0.014925373134328358	0.014925373134328358	0.0	0.21791044776119403	0.023880597014925373
HPV_250523_run02	Ex	0.9805599883940229	0.012911649499492238	0.0004352241404323226	0.0	0.0001450747134774409	0.005948063252575076
HPV_250523_run02	Undetermined	0.015828571604782182	9.867802286246442e-05	0.9834868496116095	0.0	0.0002497787453706131	0.0003361220153752694
HPV_250523_run02	HPV019	0.9935041697158803	2.0104705305229635e-05	2.0104705305229637e-06	0.0	0.006453610402978713	2.0104705305229635e-05
HPV_250523_run02	KHCA187	0.9305962854349951	0.022482893450635387	0.0	0.0	0.0039100684261974585	0.043010752688172046
HPV_250523_run02	KHCA204	0.9424083769633508	0.0	0.0	0.0	0.005235602094240838	0.05235602094240838
HPV_160823_run03	KHCA-229	0.8676056338028169	0.016901408450704224	0.0	0.0	0.03380281690140845	0.08169014084507042
HPV_160823_run03	KHCA-230	0.9923341263547449	0.002907745175786413	0.0002643404705260375	0.0	0.0	0.004493787998942638
HPV_160823_run03	KHCA-232	0.9291338582677166	0.01968503937007874	0.003937007874015748	0.0	0.0	0.047244094488188976
HPV_160823_run03	KHCA-233	0.9521674140508222	0.007473841554559043	0.0014947683109118087	0.0	0.004484304932735426	0.0343796711509716
HPV_160823_run03	KHCA-235	0.8827160493827161	0.009259259259259259	0.0	0.0	0.043209876543209874	0.06481481481481481
HPV_160823_run03	KHCA-236	0.9793956043956044	0.005494505494505495	0.0	0.0	0.0013736263736263737	0.013736263736263736
HPV_160823_run03	KHCA-256	0.6923076923076923	0.01282051282051282	0.0	0.0	0.24358974358974358	0.05128205128205128
HPV_160823_run03	KHCA-263	0.4278115501519757	0.003799392097264438	0.001519756838905775	0.0	0.5585106382978723	0.008358662613981762
HPV_160823_run03	KHCA-268	0.9713930348258707	0.004975124378109453	0.0	0.0	0.0037313432835820895	0.01990049751243781
HPV_160823_run03	KHCA-285	0.9111111111111111	0.03333333333333333	0.0	0.0	0.011111111111111112	0.044444444444444446
HPV_160823_run03	KHCA-289	0.10110344827586207	0.006068965517241379	0.0	0.0	0.8917241379310344	0.001103448275862069
HPV_160823_run03	KHCA-298	0.5817610062893082	0.002620545073375262	0.0	0.0	0.4140461215932914	0.0015723270440251573
HPV_160823_run03	KHCA-305	0.9523026315789473	0.011513157894736841	0.0	0.0	0.003289473684210526	0.03289473684210526
HPV_160823_run03	KHCA-306	0.16695059625212946	0.0	0.0	0.0	0.82793867120954	0.005110732538330494
HPV_160823_run03	KHCA-307	0.9505208333333334	0.013020833333333334	0.0	0.0	0.0	0.036458333333333336
HPV_160823_run03	KHCA-322	0.939873417721519	0.015822784810126583	0.0	0.0	0.012658227848101266	0.03164556962025317
HPV_160823_run03	KHCA-323	0.9531835205992509	0.0046816479400749065	0.031835205992509365	0.0	0.0009363295880149813	0.009363295880149813
HPV_160823_run03	KHCA-328	0.8770226537216829	0.006472491909385114	0.05501618122977346	0.0	0.003236245954692557	0.05825242718446602
HPV_160823_run03	KHCA-330	0.43681747269890797	0.0078003120124804995	0.0187207488299532	0.0	0.5241809672386896	0.0124804992199688
HPV_160823_run03	KHCA-332	0.36363636363636365	0.0	0.577922077922078	0.0	0.01948051948051948	0.03896103896103896
HPV_160823_run03	H2O	0.9384920634920635	0.0	0.05555555555555555	0.0	0.005952380952380952	0.0
HPV_160823_run03	Undetermined	0.017439169276820293	0.0001851537547638518	0.9816890651278333	0.0	0.0003780222493095308	0.0003085895912730864
HPV_160823_run03	KHCA-255	0.9251336898395722	0.0106951871657754	0.0053475935828877	0.0	0.0	0.058823529411764705
HPV_160823_run03	KHCA-237	0.9304347826086956	0.004347826086956522	0.0	0.0	0.05478260869565217	0.010434782608695653
HPV_160823_run03	HPV019	0.994860758618836	3.839552768893479e-05	2.1117540228914135e-05	0.0	0.005050931667479372	2.8796645766701096e-05
