Run ID	Sample ID	Homo sapiens (9606)	Bacteria (2)	Archaea (2157)	Phi X-174 (Spike) (10847)	Lentivirus (HIV) (11646)	Papillomaviridae (151340)	Other viruses (10239)
HPV_250523_run02	KHCA152	0.9999031020271056	4.880786782829392e-05	1.435525524361586e-06	0.0	0.0	3.2299324298135685e-05	1.4355255243615859e-05
HPV_250523_run02	KHCA162	0.9997158254238077	0.0002492986054778525	3.875107857168691e-06	3.875107857168691e-06	0.0	0.0	2.712575500018084e-05
HPV_250523_run02	KHCA164	0.9996333861402966	0.00026342783958822706	2.4279063556518625e-06	0.0	0.0	8.254881609216333e-05	1.820929766738897e-05
HPV_250523_run02	KHCA166	0.999676855148509	0.0002840196900997402	2.8981601030585734e-06	0.0	0.0	3.043068108211502e-05	5.796320206117147e-06
HPV_250523_run02	KHCA168	0.9997913244036042	0.00018304876876821906	3.6609753753643816e-06	0.0	0.0	1.0067682282252048e-05	1.189816996993424e-05
HPV_250523_run02	KHCA169	0.9987761858040549	0.0009586794191001895	4.493809777032138e-06	1.497936592344046e-06	0.0	0.00023966985477504737	1.94731757004726e-05
HPV_250523_run02	KHCA172	0.9997267020167784	0.0002545422392750637	2.6793919923690915e-06	0.0	0.0	0.0	1.6076351954214548e-05
HPV_250523_run02	KHCA179	0.9994076516679458	0.00027107466043157764	4.4621343280918125e-06	0.0	0.0	0.00030454066789226624	1.2270869402252486e-05
HPV_250523_run02	KHCA181	0.9995742356219369	0.00030655035220539397	1.3100442401939914e-06	1.3100442401939914e-06	0.0	6.288212352931159e-05	5.3711813847953643e-05
HPV_250523_run02	KHCA182	0.9994386837716724	0.00040177198915564995	5.822782451531159e-06	1.1645564903062318e-06	0.0	6.288605047653652e-05	8.967084975357985e-05
HPV_250523_run02	KHCA186	0.9988166473162454	0.0009664578522308271	2.1264199168995095e-06	1.0632099584497548e-06	0.0	0.00020732594189770218	6.3792597506985285e-06
HPV_250523_run02	KHCA191	0.9993888151658767	0.00027601895734597154	0.0	0.0	0.0	0.0	0.0003351658767772512
HPV_250523_run02	KHCA213	0.999441595303756	0.00020763784733981647	2.015901430483655e-06	0.0	0.0	0.0003346396374602867	1.4111310013385586e-05
HPV_250523_run02	KHCA223	0.9994738090413743	0.00038325550419303513	7.853596397398261e-06	7.853596397398261e-06	0.0	0.0001146625074020146	1.2565754235837217e-05
HPV_250523_run02	Ex	0.9921014425495392	0.007745009401953269	0.0001019834053519516	3.4376428770320766e-06	0.0	1.1458809590106923e-06	4.698111931943838e-05
HPV_250523_run02	Undetermined	0.4016944368082449	0.009470322448520228	5.9039610043375667e-05	0.588425653448559	0.0	0.00014944401292229465	0.00020110367171024835
